ID_Scula,Tip_Scula,Model_Scula,Turatie_RPM,Avans_mm_min,Adancime_Aschiere_mm,Debit_Lichid_racire_L_min,Temperatura_C,Vibratii_mm_s,Uzura_procent,Zgomot_dB,Material_Prelucrat,Tip_Operatie,ID_Lot,Scula_Defecta,Tip_Defect
223,Freza,FREZA HSS Ø8 2F,1800,663.75,1.4,10.28,127.65,9.38,73.8,95.1,Inox,Frezare,14,1,Supraincalzire
286,Tarod,TAROD M10 ISO2,1727,902.43,1.33,12.55,50.07,1.37,11.4,64.83,Otel,Filetare,146,0,Niciunul
245,Placuta amovibila,CNMG120408,1807,608.33,0.64,9.05,45.09,0.98,8.7,62.78,Otel,Strunjire,121,0,Niciunul
297,Burghiu,CARBIDE DRILL Ø12,3697,283.3,2.7,14.19,40.87,1.26,16.3,65.38,Aluminiu,Gaurire,56,0,Niciunul
168,Tarod,TAROD M10 ISO2,2117,780.7,1.53,10.47,81.06,4.76,74.9,90.52,Aluminiu,Filetare,369,1,Uzura excesiva
159,Freza,FREZA HSS Ø8 2F,2333,1189.26,1.39,17.44,94.02,11.92,44.2,88.4,Inox,Frezare,79,1,Vibratii
204,Burghiu,CARBIDE DRILL Ø12,2886,607.34,2.04,11.51,47.7,0.64,2.3,65.78,Otel,Gaurire,32,0,Niciunul
175,Freza,FREZA CARBURA Ø10 4F,1649,232.13,2.26,11.73,95.44,9.43,91.5,80.71,Otel,Frezare,246,1,Vibratii
246,Freza,FREZA HSS Ø8 2F,1684,1068.5,2.93,14.78,51.05,0.79,14.8,63.03,Aluminiu,Frezare,344,0,Niciunul
62,Placuta amovibila,CNMG120408,4189,242.77,2.89,17.99,64.72,1.39,5.5,67.95,Aluminiu,Strunjire,339,0,Niciunul
73,Tarod,TAROD M10 ISO2,2368,445.58,0.4,13.06,116.82,11.64,50.7,93.04,Aluminiu,Filetare,405,1,Uzura excesiva
201,Burghiu,HSS DRILL Ø6,2103,1022.36,1.27,9.33,40.49,0.69,9.2,63.7,Otel,Gaurire,28,0,Niciunul
299,Placuta amovibila,WNMG080408,3787,911.65,0.57,11.68,64.77,0.91,15.0,69.79,Inox,Strunjire,259,0,Niciunul
102,Placuta amovibila,CNMG120408,4270,665.23,0.49,7.97,56.46,1.97,1.2,74.29,Inox,Strunjire,72,0,Niciunul
251,Placuta amovibila,CNMG120408,2372,334.45,2.6,6.01,87.03,10.76,64.3,99.87,Inox,Strunjire,52,1,Vibratii
259,Burghiu,CARBIDE DRILL Ø12,3640,468.14,2.5,14.82,62.76,1.27,17.0,71.93,Otel,Gaurire,258,0,Niciunul
143,Burghiu,CARBIDE DRILL Ø12,1883,514.94,0.93,12.33,49.96,0.64,10.1,66.0,Aluminiu,Gaurire,452,0,Niciunul
240,Placuta amovibila,WNMG080408,4143,318.95,1.42,5.15,36.14,0.67,2.0,60.5,Aluminiu,Strunjire,226,0,Niciunul
57,Freza,FREZA CARBURA Ø10 4F,3877,881.63,0.17,13.93,40.92,1.21,11.4,64.17,Inox,Frezare,336,0,Niciunul
262,Placuta amovibila,CNMG120408,2135,444.17,2.56,8.0,47.61,1.91,5.2,70.58,Inox,Strunjire,298,0,Niciunul
295,Burghiu,HSS DRILL Ø6,1974,937.92,0.53,16.66,57.43,1.27,16.3,67.18,Otel,Gaurire,439,0,Niciunul
299,Placuta amovibila,CNMG120408,1827,557.18,0.45,18.41,35.32,1.69,1.8,73.57,Inox,Strunjire,100,0,Niciunul
32,Burghiu,HSS DRILL Ø6,1743,481.91,0.48,15.02,41.72,1.18,14.4,68.28,Otel,Gaurire,56,0,Niciunul
249,Placuta amovibila,CNMG120408,4084,205.14,0.9,14.58,109.83,4.54,84.0,85.18,Otel,Strunjire,186,1,Vibratii
128,Freza,FREZA HSS Ø8 2F,2301,817.89,2.7,15.33,156.06,5.65,79.1,86.12,Otel,Frezare,500,1,Vibratii
138,Tarod,TAROD M10 ISO2,2405,361.42,2.38,19.43,80.34,8.31,54.6,83.32,Inox,Filetare,472,1,Vibratii
280,Freza,FREZA CARBURA Ø10 4F,2946,359.66,0.17,18.55,48.86,0.81,9.7,73.38,Aluminiu,Frezare,127,0,Niciunul
220,Burghiu,HSS DRILL Ø6,5206,442.77,1.51,19.27,66.3,0.57,19.1,63.76,Inox,Gaurire,437,0,Niciunul
118,Freza,FREZA HSS Ø8 2F,3378,669.09,1.2,5.4,61.8,1.38,9.6,65.15,Otel,Frezare,17,0,Niciunul
199,Placuta amovibila,CNMG120408,4853,201.91,0.7,5.83,100.5,10.06,92.0,88.58,Aluminiu,Strunjire,249,1,Uzura excesiva
165,Placuta amovibila,WNMG080408,4405,814.61,2.48,6.48,58.76,1.78,16.6,70.39,Aluminiu,Strunjire,452,0,Niciunul
206,Placuta amovibila,WNMG080408,1627,310.5,0.17,9.61,156.37,7.88,65.5,83.21,Aluminiu,Strunjire,226,1,Supraincalzire
74,Burghiu,HSS DRILL Ø6,4604,1066.19,0.61,10.37,50.51,0.67,13.2,64.81,Aluminiu,Gaurire,12,0,Niciunul
170,Burghiu,CARBIDE DRILL Ø12,4619,959.56,2.36,7.37,129.07,6.85,85.3,82.02,Otel,Gaurire,18,1,Uzura excesiva
124,Placuta amovibila,CNMG120408,4509,1123.71,0.57,18.59,65.94,0.51,18.5,73.5,Aluminiu,Strunjire,391,0,Niciunul
82,Freza,FREZA HSS Ø8 2F,4866,391.29,1.99,7.35,65.36,1.78,18.0,67.73,Otel,Frezare,15,0,Niciunul
121,Tarod,TAROD M10 ISO2,4112,692.43,0.57,8.54,38.3,1.87,9.9,63.5,Aluminiu,Filetare,27,0,Niciunul
153,Burghiu,CARBIDE DRILL Ø12,3546,1105.03,2.77,8.41,133.61,11.08,93.1,95.12,Otel,Gaurire,350,1,Uzura excesiva
146,Freza,FREZA CARBURA Ø10 4F,2684,786.34,0.14,11.82,37.55,0.77,15.2,71.77,Otel,Frezare,139,0,Niciunul
174,Placuta amovibila,CNMG120408,4992,992.69,0.88,16.7,36.41,1.18,2.3,64.22,Aluminiu,Strunjire,287,0,Niciunul
298,Tarod,TAROD M10 ISO2,1653,961.16,1.42,11.52,131.2,5.67,41.3,90.36,Aluminiu,Filetare,137,1,Vibratii
101,Burghiu,HSS DRILL Ø6,3530,627.36,1.53,14.94,46.52,0.66,14.3,66.09,Aluminiu,Gaurire,173,0,Niciunul
144,Placuta amovibila,CNMG120408,4617,300.27,2.63,16.9,56.69,1.23,7.2,64.35,Inox,Strunjire,135,0,Niciunul
248,Freza,FREZA CARBURA Ø10 4F,1779,526.82,0.38,15.83,43.6,1.61,17.8,73.98,Inox,Frezare,59,0,Niciunul
189,Placuta amovibila,CNMG120408,4300,525.67,2.38,18.29,66.83,1.14,13.4,66.25,Otel,Strunjire,130,0,Niciunul
272,Placuta amovibila,CNMG120408,4896,286.96,2.15,5.62,68.66,1.96,9.7,73.95,Otel,Strunjire,19,0,Niciunul
123,Burghiu,CARBIDE DRILL Ø12,4940,605.08,1.36,18.12,101.06,7.71,54.6,87.36,Aluminiu,Gaurire,280,1,Vibratii
152,Tarod,TAROD M10 ISO2,4284,804.58,1.98,10.32,149.08,4.94,85.8,85.64,Inox,Filetare,133,1,Vibratii
97,Burghiu,HSS DRILL Ø6,3935,293.42,1.04,19.58,68.93,1.25,10.3,70.46,Inox,Gaurire,173,0,Niciunul
18,Burghiu,CARBIDE DRILL Ø12,5415,1149.66,2.56,16.45,52.41,0.86,16.9,65.47,Inox,Gaurire,126,0,Niciunul
163,Placuta amovibila,CNMG120408,1752,596.27,0.55,14.65,62.52,1.78,8.4,70.63,Inox,Strunjire,116,0,Niciunul
277,Burghiu,CARBIDE DRILL Ø12,2090,1136.41,2.59,5.32,139.61,9.45,43.9,95.31,Otel,Gaurire,412,1,Uzura excesiva
262,Burghiu,CARBIDE DRILL Ø12,4276,591.65,1.68,12.25,44.12,1.95,17.0,74.3,Otel,Gaurire,374,0,Niciunul
90,Placuta amovibila,CNMG120408,3430,506.71,1.17,19.58,58.22,1.96,11.6,67.64,Otel,Strunjire,246,0,Niciunul
217,Tarod,TAROD M10 ISO2,5700,294.94,2.68,11.37,56.92,1.69,14.5,74.13,Aluminiu,Filetare,80,0,Niciunul
134,Placuta amovibila,CNMG120408,3445,482.43,0.42,6.91,47.22,1.77,8.9,69.5,Aluminiu,Strunjire,138,0,Niciunul
148,Burghiu,HSS DRILL Ø6,5925,1158.75,0.64,14.21,67.17,1.61,6.9,66.46,Inox,Gaurire,21,0,Niciunul
275,Tarod,TAROD M10 ISO2,5420,698.05,2.56,11.45,94.37,8.11,81.7,91.05,Otel,Filetare,69,1,Vibratii
120,Burghiu,HSS DRILL Ø6,5601,690.96,1.16,13.15,46.19,0.66,9.3,74.28,Otel,Gaurire,436,0,Niciunul
189,Burghiu,HSS DRILL Ø6,2973,988.44,0.51,19.61,50.4,0.86,0.2,62.86,Inox,Gaurire,402,0,Niciunul
111,Tarod,TAROD M10 ISO2,5886,357.78,2.82,15.89,69.87,0.53,12.0,70.59,Inox,Filetare,424,0,Niciunul
71,Placuta amovibila,WNMG080408,2543,881.38,0.12,12.72,47.17,1.7,6.2,61.35,Otel,Strunjire,94,0,Niciunul
300,Burghiu,CARBIDE DRILL Ø12,3678,233.29,2.14,7.55,59.16,2.0,0.2,66.52,Aluminiu,Gaurire,177,0,Niciunul
294,Burghiu,HSS DRILL Ø6,1643,987.54,1.53,6.27,41.76,1.58,14.9,64.64,Aluminiu,Gaurire,173,0,Niciunul
24,Placuta amovibila,WNMG080408,2131,1014.14,1.47,15.92,53.25,1.46,12.8,61.01,Otel,Strunjire,145,0,Niciunul
197,Burghiu,HSS DRILL Ø6,4588,837.96,2.5,6.04,86.1,8.72,71.4,85.43,Otel,Gaurire,68,1,Vibratii
109,Tarod,TAROD M10 ISO2,2378,329.2,2.85,6.67,49.66,1.31,16.0,73.47,Inox,Filetare,241,0,Niciunul
52,Freza,FREZA CARBURA Ø10 4F,1681,448.84,1.53,9.42,58.73,1.25,9.7,72.25,Inox,Frezare,232,0,Niciunul
128,Placuta amovibila,WNMG080408,5055,873.46,2.99,10.73,42.02,1.53,3.0,67.89,Inox,Strunjire,174,0,Niciunul
254,Freza,FREZA CARBURA Ø10 4F,5260,864.76,0.27,8.84,138.35,9.78,75.1,80.17,Aluminiu,Frezare,95,1,Supraincalzire
89,Placuta amovibila,WNMG080408,2079,842.54,0.21,16.16,84.73,11.88,68.6,81.9,Aluminiu,Strunjire,435,1,Uzura excesiva
239,Tarod,TAROD M10 ISO2,5957,755.26,2.51,19.96,57.82,1.06,2.7,62.5,Otel,Filetare,154,0,Niciunul
205,Freza,FREZA CARBURA Ø10 4F,3658,379.28,2.39,15.03,44.98,1.62,0.3,66.73,Otel,Frezare,355,0,Niciunul
238,Freza,FREZA HSS Ø8 2F,3119,883.15,0.42,6.93,50.16,1.41,14.9,67.21,Aluminiu,Frezare,234,0,Niciunul
238,Tarod,TAROD M10 ISO2,2988,373.0,2.01,12.69,65.45,0.71,12.1,66.73,Inox,Filetare,295,0,Niciunul
121,Freza,FREZA CARBURA Ø10 4F,2175,497.33,0.43,7.71,109.05,3.29,48.4,91.49,Otel,Frezare,242,1,Uzura excesiva
258,Freza,FREZA HSS Ø8 2F,3065,724.89,2.33,12.79,50.22,0.58,1.8,61.59,Inox,Frezare,453,0,Niciunul
13,Placuta amovibila,WNMG080408,3827,655.6,2.45,8.7,141.59,7.58,79.3,82.64,Aluminiu,Strunjire,384,1,Uzura excesiva
60,Freza,FREZA CARBURA Ø10 4F,1813,1161.46,2.99,14.74,55.0,0.84,2.4,64.77,Otel,Frezare,47,0,Niciunul
10,Placuta amovibila,CNMG120408,3694,662.59,1.8,14.88,67.81,1.77,11.3,67.6,Inox,Strunjire,216,0,Niciunul
56,Tarod,TAROD M10 ISO2,5829,706.33,0.42,9.39,87.61,9.91,54.2,99.62,Aluminiu,Filetare,202,1,Vibratii
238,Burghiu,HSS DRILL Ø6,5512,440.53,1.07,19.99,107.2,6.09,43.8,94.13,Aluminiu,Gaurire,131,1,Uzura excesiva
209,Placuta amovibila,WNMG080408,5948,356.81,2.84,19.49,41.01,1.32,14.7,73.38,Inox,Strunjire,188,0,Niciunul
89,Placuta amovibila,CNMG120408,4447,293.68,2.7,13.34,36.12,1.08,5.2,73.52,Inox,Strunjire,17,0,Niciunul
229,Placuta amovibila,WNMG080408,3452,430.63,0.54,13.17,120.62,10.5,67.4,82.7,Otel,Strunjire,397,1,Vibratii
79,Freza,FREZA CARBURA Ø10 4F,4827,218.07,1.53,7.67,57.45,0.65,14.0,65.47,Inox,Frezare,259,0,Niciunul
36,Freza,FREZA HSS Ø8 2F,2242,369.03,1.41,8.31,37.34,0.7,9.8,63.33,Otel,Frezare,28,0,Niciunul
98,Placuta amovibila,CNMG120408,3582,496.33,0.23,12.05,62.43,1.72,4.9,66.98,Otel,Strunjire,404,0,Niciunul
67,Freza,FREZA CARBURA Ø10 4F,2316,350.69,0.85,17.5,55.74,0.95,13.7,71.87,Otel,Frezare,472,0,Niciunul
181,Tarod,TAROD M10 ISO2,4031,400.2,0.83,8.33,58.18,0.78,10.0,64.38,Otel,Filetare,484,0,Niciunul
28,Burghiu,CARBIDE DRILL Ø12,2030,216.33,0.26,8.88,137.31,6.64,59.0,89.89,Inox,Gaurire,131,1,Vibratii
285,Burghiu,HSS DRILL Ø6,5409,861.61,1.32,15.2,69.52,1.47,18.6,60.09,Inox,Gaurire,460,0,Niciunul
80,Freza,FREZA HSS Ø8 2F,5268,874.97,2.38,9.41,84.85,3.76,51.1,88.5,Otel,Frezare,207,1,Supraincalzire
191,Tarod,TAROD M10 ISO2,2853,343.68,0.28,13.78,121.68,4.75,97.3,97.77,Aluminiu,Filetare,431,1,Vibratii
34,Freza,FREZA HSS Ø8 2F,2844,601.98,2.76,19.14,58.51,1.64,17.5,70.19,Otel,Frezare,401,0,Niciunul
203,Burghiu,HSS DRILL Ø6,5095,470.1,2.82,9.67,58.72,1.1,4.3,68.77,Inox,Gaurire,496,0,Niciunul
249,Tarod,TAROD M10 ISO2,3116,516.08,2.84,13.18,37.9,1.11,16.5,63.51,Otel,Filetare,32,0,Niciunul
220,Freza,FREZA HSS Ø8 2F,3118,747.5,2.78,19.49,129.69,3.01,53.8,88.94,Otel,Frezare,483,1,Vibratii
43,Placuta amovibila,WNMG080408,4358,636.44,0.54,18.76,44.32,0.79,1.9,67.88,Inox,Strunjire,3,0,Niciunul
107,Placuta amovibila,CNMG120408,5651,1148.48,2.19,17.49,45.43,0.96,12.0,66.3,Otel,Strunjire,485,0,Niciunul
40,Placuta amovibila,WNMG080408,5211,389.8,2.24,11.76,42.83,1.18,10.9,61.64,Inox,Strunjire,146,0,Niciunul
81,Burghiu,HSS DRILL Ø6,4800,859.92,1.7,15.99,47.41,1.33,14.0,70.41,Aluminiu,Gaurire,458,0,Niciunul
75,Freza,FREZA HSS Ø8 2F,5424,673.03,1.09,12.39,62.38,1.14,13.3,68.3,Aluminiu,Frezare,156,0,Niciunul
37,Burghiu,CARBIDE DRILL Ø12,3553,603.55,0.94,13.84,42.07,1.68,10.5,60.05,Aluminiu,Gaurire,416,0,Niciunul
203,Tarod,TAROD M10 ISO2,5318,1124.13,2.15,7.45,133.41,4.45,44.2,98.87,Inox,Filetare,475,1,Uzura excesiva
89,Tarod,TAROD M10 ISO2,5544,1171.97,1.21,5.51,40.27,0.75,10.3,63.6,Inox,Filetare,136,0,Niciunul
287,Tarod,TAROD M10 ISO2,2956,925.19,1.39,9.24,91.11,7.84,62.6,82.66,Aluminiu,Filetare,209,1,Vibratii
88,Placuta amovibila,WNMG080408,2994,447.42,0.2,15.58,67.47,0.89,3.5,63.64,Otel,Strunjire,333,0,Niciunul
114,Burghiu,CARBIDE DRILL Ø12,5026,509.84,0.94,11.68,82.85,10.21,56.8,86.36,Aluminiu,Gaurire,284,1,Supraincalzire
245,Burghiu,CARBIDE DRILL Ø12,2680,508.3,0.1,10.27,128.66,10.44,91.6,91.76,Inox,Gaurire,283,1,Supraincalzire
67,Burghiu,CARBIDE DRILL Ø12,5737,964.31,1.27,10.47,44.08,1.51,1.1,61.73,Inox,Gaurire,327,0,Niciunul
290,Placuta amovibila,WNMG080408,5867,569.56,0.12,13.88,126.63,7.99,82.7,92.45,Aluminiu,Strunjire,10,1,Uzura excesiva
252,Placuta amovibila,WNMG080408,4854,353.17,0.83,6.0,39.32,1.39,4.8,72.44,Aluminiu,Strunjire,316,0,Niciunul
121,Burghiu,CARBIDE DRILL Ø12,5185,1128.7,1.43,8.88,109.27,9.37,50.4,95.45,Otel,Gaurire,423,1,Supraincalzire
172,Burghiu,HSS DRILL Ø6,5786,335.98,0.17,16.01,40.31,1.66,8.8,68.48,Inox,Gaurire,455,0,Niciunul
103,Burghiu,CARBIDE DRILL Ø12,4987,1078.71,0.74,14.46,154.12,6.51,53.3,87.63,Inox,Gaurire,242,1,Uzura excesiva
7,Burghiu,CARBIDE DRILL Ø12,3146,377.84,0.29,5.27,63.04,1.76,5.6,70.91,Aluminiu,Gaurire,438,0,Niciunul
135,Tarod,TAROD M10 ISO2,3038,662.31,1.25,9.2,51.52,1.81,9.0,64.74,Aluminiu,Filetare,479,0,Niciunul
149,Placuta amovibila,CNMG120408,5068,861.92,1.06,13.72,60.66,1.5,9.7,74.74,Aluminiu,Strunjire,497,0,Niciunul
114,Freza,FREZA HSS Ø8 2F,2792,1015.28,0.44,16.92,144.22,3.55,98.7,99.18,Aluminiu,Frezare,409,1,Supraincalzire
127,Placuta amovibila,CNMG120408,1719,1141.85,1.69,19.04,63.45,0.89,9.1,64.69,Inox,Strunjire,448,0,Niciunul
37,Freza,FREZA CARBURA Ø10 4F,5526,641.01,2.25,19.2,47.55,1.03,4.8,71.86,Aluminiu,Frezare,329,0,Niciunul
228,Burghiu,HSS DRILL Ø6,5206,485.05,0.91,14.62,109.88,5.52,57.8,89.45,Otel,Gaurire,307,1,Vibratii
270,Placuta amovibila,WNMG080408,1963,708.37,2.54,12.13,83.14,11.6,70.3,83.36,Otel,Strunjire,241,1,Vibratii
164,Freza,FREZA CARBURA Ø10 4F,5898,448.96,0.27,6.64,57.51,1.73,2.0,72.71,Aluminiu,Frezare,384,0,Niciunul
8,Burghiu,CARBIDE DRILL Ø12,2110,1150.95,2.84,6.65,38.95,1.33,13.9,64.56,Inox,Gaurire,345,0,Niciunul
268,Freza,FREZA CARBURA Ø10 4F,2194,407.2,2.19,12.71,42.71,0.55,1.6,71.7,Inox,Frezare,213,0,Niciunul
42,Freza,FREZA HSS Ø8 2F,1987,428.51,1.91,5.88,112.56,10.45,58.1,91.97,Otel,Frezare,235,1,Vibratii
34,Placuta amovibila,WNMG080408,5002,334.93,1.18,8.37,59.99,1.37,19.0,69.69,Inox,Strunjire,95,0,Niciunul
187,Freza,FREZA HSS Ø8 2F,3333,441.38,0.56,5.93,39.47,1.78,11.4,74.96,Otel,Frezare,281,0,Niciunul
15,Tarod,TAROD M10 ISO2,3646,923.53,1.54,5.34,63.21,1.91,9.5,68.16,Otel,Filetare,5,0,Niciunul
294,Freza,FREZA HSS Ø8 2F,2297,799.68,1.76,13.58,145.93,4.17,76.3,90.64,Otel,Frezare,196,1,Supraincalzire
168,Placuta amovibila,CNMG120408,2694,955.3,2.85,17.35,60.36,1.16,5.4,63.81,Otel,Strunjire,414,0,Niciunul
105,Burghiu,CARBIDE DRILL Ø12,5720,716.05,1.46,15.91,61.64,1.17,3.3,62.04,Aluminiu,Gaurire,76,0,Niciunul
224,Burghiu,CARBIDE DRILL Ø12,3991,288.37,0.2,15.22,106.56,9.56,72.1,99.41,Otel,Gaurire,321,1,Uzura excesiva
219,Placuta amovibila,WNMG080408,3872,578.07,0.47,18.09,66.46,0.68,13.5,63.32,Aluminiu,Strunjire,279,0,Niciunul
102,Tarod,TAROD M10 ISO2,3711,1189.0,0.88,16.17,55.78,1.77,0.7,65.71,Otel,Filetare,450,0,Niciunul
24,Tarod,TAROD M10 ISO2,3360,1004.16,2.08,16.37,65.76,1.13,4.0,74.12,Aluminiu,Filetare,386,0,Niciunul
43,Freza,FREZA CARBURA Ø10 4F,1769,710.78,1.03,14.74,53.83,1.29,11.7,71.83,Aluminiu,Frezare,407,0,Niciunul
110,Placuta amovibila,CNMG120408,4801,899.92,0.23,14.41,36.46,0.57,18.0,61.71,Otel,Strunjire,49,0,Niciunul
239,Placuta amovibila,WNMG080408,3712,476.37,0.89,18.09,48.34,0.62,5.1,63.88,Otel,Strunjire,71,0,Niciunul
196,Burghiu,HSS DRILL Ø6,1911,1168.47,0.13,9.66,114.12,8.85,60.6,89.35,Otel,Gaurire,72,1,Uzura excesiva
54,Placuta amovibila,CNMG120408,1668,720.28,0.54,11.26,67.47,1.8,4.6,71.62,Otel,Strunjire,452,0,Niciunul
246,Burghiu,HSS DRILL Ø6,5843,1146.68,0.75,6.31,57.93,1.83,11.2,68.78,Aluminiu,Gaurire,411,0,Niciunul
108,Burghiu,HSS DRILL Ø6,2047,569.36,0.99,17.9,66.61,1.11,12.5,69.01,Aluminiu,Gaurire,51,0,Niciunul
225,Burghiu,CARBIDE DRILL Ø12,4923,965.72,0.4,16.77,42.51,1.7,10.9,72.36,Otel,Gaurire,167,0,Niciunul
41,Placuta amovibila,WNMG080408,1686,371.94,1.21,15.06,37.43,1.36,13.8,71.36,Aluminiu,Strunjire,152,0,Niciunul
189,Placuta amovibila,WNMG080408,5629,1126.84,0.61,19.04,51.27,0.51,3.7,65.47,Aluminiu,Strunjire,331,0,Niciunul
110,Freza,FREZA HSS Ø8 2F,2807,657.9,0.56,5.87,39.68,1.55,19.4,70.68,Aluminiu,Frezare,236,0,Niciunul
264,Freza,FREZA CARBURA Ø10 4F,2854,559.44,2.55,18.64,53.53,0.67,12.8,69.28,Aluminiu,Frezare,499,0,Niciunul
98,Burghiu,CARBIDE DRILL Ø12,4044,853.84,1.55,13.88,40.88,1.33,0.1,65.86,Otel,Gaurire,59,0,Niciunul
157,Placuta amovibila,CNMG120408,4888,1107.88,1.8,7.85,129.97,3.02,60.8,90.3,Otel,Strunjire,326,1,Supraincalzire
227,Placuta amovibila,CNMG120408,3895,1183.78,2.42,17.18,48.99,0.83,17.6,72.68,Aluminiu,Strunjire,311,0,Niciunul
69,Freza,FREZA HSS Ø8 2F,2100,587.97,0.68,16.21,145.98,10.79,66.1,92.16,Aluminiu,Frezare,192,1,Supraincalzire
37,Placuta amovibila,WNMG080408,3143,955.97,0.27,15.73,36.65,0.59,13.8,70.65,Aluminiu,Strunjire,343,0,Niciunul
85,Freza,FREZA HSS Ø8 2F,4498,245.26,2.54,18.46,103.27,5.86,72.7,90.35,Inox,Frezare,215,1,Supraincalzire
178,Placuta amovibila,WNMG080408,5045,732.49,2.09,17.5,93.7,5.69,52.3,90.92,Aluminiu,Strunjire,266,1,Vibratii
60,Placuta amovibila,CNMG120408,4314,847.58,2.89,16.68,53.02,0.63,1.9,61.1,Otel,Strunjire,319,0,Niciunul
157,Freza,FREZA HSS Ø8 2F,5888,214.63,1.46,10.95,105.99,9.41,68.2,83.73,Aluminiu,Frezare,235,1,Uzura excesiva
135,Burghiu,HSS DRILL Ø6,3811,639.6,2.07,8.41,63.82,1.01,16.5,74.79,Inox,Gaurire,445,0,Niciunul
229,Burghiu,HSS DRILL Ø6,3720,1000.7,0.96,5.89,55.77,0.75,18.2,70.18,Inox,Gaurire,117,0,Niciunul
15,Placuta amovibila,CNMG120408,2120,980.4,2.24,18.47,59.85,1.24,16.9,74.9,Inox,Strunjire,309,0,Niciunul
201,Burghiu,CARBIDE DRILL Ø12,3321,340.94,2.57,6.65,59.15,0.85,1.6,67.2,Otel,Gaurire,237,0,Niciunul
77,Burghiu,HSS DRILL Ø6,3329,929.9,1.65,9.6,46.93,1.28,9.8,64.97,Inox,Gaurire,241,0,Niciunul
141,Freza,FREZA CARBURA Ø10 4F,4824,262.78,2.6,18.9,37.63,0.52,4.0,62.07,Otel,Frezare,35,0,Niciunul
277,Placuta amovibila,CNMG120408,3624,1192.7,1.52,19.32,96.28,5.73,89.6,90.39,Inox,Strunjire,63,1,Vibratii
69,Tarod,TAROD M10 ISO2,3587,401.32,2.88,13.02,51.37,1.86,19.2,62.29,Aluminiu,Filetare,69,0,Niciunul
183,Burghiu,HSS DRILL Ø6,5024,970.03,2.08,10.38,87.13,10.07,99.9,95.74,Otel,Gaurire,11,1,Uzura excesiva
265,Placuta amovibila,CNMG120408,4556,1018.24,0.93,6.91,47.2,1.83,15.9,67.04,Aluminiu,Strunjire,243,0,Niciunul
287,Freza,FREZA HSS Ø8 2F,4036,251.71,2.63,6.75,123.28,7.46,42.0,98.65,Inox,Frezare,319,1,Vibratii
33,Freza,FREZA CARBURA Ø10 4F,1928,1025.86,2.04,12.33,39.58,0.94,1.5,73.52,Inox,Frezare,307,0,Niciunul
1,Freza,FREZA HSS Ø8 2F,4429,607.61,2.73,9.45,67.34,1.08,10.1,62.93,Otel,Frezare,83,0,Niciunul
183,Freza,FREZA HSS Ø8 2F,5612,247.14,0.6,6.41,63.13,1.32,15.1,60.17,Otel,Frezare,396,0,Niciunul
289,Freza,FREZA HSS Ø8 2F,3861,317.6,0.77,5.68,50.6,0.52,18.1,74.58,Aluminiu,Frezare,116,0,Niciunul
133,Burghiu,HSS DRILL Ø6,5138,1165.39,2.91,15.41,149.74,7.34,89.8,84.77,Aluminiu,Gaurire,132,1,Uzura excesiva
188,Burghiu,CARBIDE DRILL Ø12,3372,1138.46,2.12,6.59,136.82,7.45,83.4,94.86,Otel,Gaurire,432,1,Uzura excesiva
134,Freza,FREZA CARBURA Ø10 4F,2615,547.16,1.48,8.19,66.94,0.93,0.9,64.95,Otel,Frezare,252,0,Niciunul
78,Placuta amovibila,WNMG080408,4351,544.58,1.5,16.08,54.19,1.45,7.9,62.77,Aluminiu,Strunjire,344,0,Niciunul
218,Burghiu,CARBIDE DRILL Ø12,2351,488.0,0.37,9.63,62.89,0.7,2.8,70.11,Aluminiu,Gaurire,113,0,Niciunul
146,Placuta amovibila,WNMG080408,2458,225.4,1.44,10.78,53.01,0.98,10.7,69.31,Aluminiu,Strunjire,205,0,Niciunul
99,Placuta amovibila,CNMG120408,5038,328.31,2.61,13.06,147.74,4.63,84.7,81.04,Inox,Strunjire,3,1,Supraincalzire
217,Placuta amovibila,CNMG120408,5621,1194.91,0.14,6.21,35.31,1.98,8.4,68.87,Inox,Strunjire,311,0,Niciunul
8,Placuta amovibila,CNMG120408,4241,771.76,2.65,16.71,81.92,10.39,56.3,91.41,Aluminiu,Strunjire,238,1,Supraincalzire
181,Placuta amovibila,CNMG120408,1676,624.95,2.01,7.75,47.52,1.15,10.0,68.15,Aluminiu,Strunjire,270,0,Niciunul
168,Freza,FREZA HSS Ø8 2F,4503,1067.39,2.64,10.64,141.75,10.04,64.6,94.89,Otel,Frezare,181,1,Vibratii
88,Freza,FREZA HSS Ø8 2F,2651,603.21,0.21,17.62,55.99,1.78,7.9,65.51,Aluminiu,Frezare,125,0,Niciunul
1,Placuta amovibila,WNMG080408,3410,834.58,2.03,16.49,36.64,0.74,1.7,68.31,Aluminiu,Strunjire,178,0,Niciunul
286,Freza,FREZA CARBURA Ø10 4F,3420,558.87,1.49,5.71,66.27,0.5,4.2,70.31,Aluminiu,Frezare,121,0,Niciunul
42,Burghiu,CARBIDE DRILL Ø12,3514,889.37,2.91,16.17,40.58,1.49,10.9,67.18,Aluminiu,Gaurire,240,0,Niciunul
138,Placuta amovibila,CNMG120408,2074,695.84,2.46,6.57,47.97,0.85,10.4,70.09,Aluminiu,Strunjire,330,0,Niciunul
235,Placuta amovibila,WNMG080408,5535,888.4,0.89,14.12,66.91,1.47,0.2,64.02,Otel,Strunjire,29,0,Niciunul
